1,A Câmara
1,AAAAAAAAHHHH
1,AAAAAAARCH
1,AAARGH
1,AL Harry
1,AS MOTOS NÃO VOAM
1,Aaargh
2,Abominável Homem das Neves
1,Achaste
1,Acho
1,Acidente
1,Adalbert Waffling
1,Adeus
1,Adeusinho
4,Adrian Pucey
1,After-Eight
1,Agarra
3,Agrippa
1,Ahem
2,Ainda
1,Ala,Retired auror and member of the order of the Phoenix. Killed by Voldemort.
1,Alberic Grunnion
6,Albus,Headmaster of Hogwards killed by Snape.
12,Albus Dumbledore,Headmaster of Hogwards killed by Snape.
1,Albânia
1,Alcance de Todos
3,Algie
1,Alicia
1,Alicia Spinet
3,Alicia Spinnet
2,Alohomora
3,Angelina
2,Angelina Johnson
1,Angelina Johnson dos Gryffindor
1,Animais
1,Anne Perks
2,Ano
1,Antiguidade
1,Apanhado
1,Aparecium
4,Aquele
1,Aquil'é
19,Aragog,Acromantula belonging to Rubeus Hagrid.
1,Aranhas
4,Argus,Squib caretake of Hogwards.
5,Argus Filch,Squib caretake of Hogwards.
1,Armadilha
1,Armando Dippet
1,Armazém
1,Arrancar
1,Arsenius Jigger
1,Artes
1,Artes Negras
8,Arthur,Father of the Weasleys and member of the Order of the Phoenix.
8,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
1,Artur
1,As Mais Potentes Poções
1,As Runas Antigas
1,Assembleia Medieval de Feiticeiros Europeus
1,Atenciosamente Mafalda Hopkirk Gabinete da Utilização Imprópria da Magia Ministério da Magia
2,Atenção
1,Automisturadores
1,Automóvel
1,Aventuras de Martin Miggs
8,Azkaban
1,BOA CONSTRICTOR
1,BOOM
1,BOOOOOM
1,BRASIL
1,Bah
1,Bajulador
2,Balelas
1,Bandon
12,Bane
1,Banquetes
1,Baruffio
4,Barão
7,Barão Sangrento
29,Basilisk
1,Basta Mcmillan
1,Bath
1,Bathilda Bagshot
7,Bativolta
1,Bell,Death Eater who was killed by Molly Weasley.
3,Bem-vindo
3,Bem-vindos
1,Bem-vindos a Hogwarts-disse
4,Bertie Bott
11,Bill,Oldest son of Arthur and Molly. Husband of Fleur. 
18,Binns
1,Blackpool
1,Blaise Zabini
1,Bleaarg
1,Bletchley
5,Blotts
1,Blotts A
5,Boa Constrictor
1,Boa Constrictor do Brasil
2,Boa-noite
1,Bolas
1,Bones
1,Bonfire Night
1,Boquiaberto
3,Borgin
1,Braagh
3,Brasil
1,Brasssil
1,Brilhos
1,Bristol
1,Bronze
1,Bruxas
1,Bruxas Velhas
1,Bull
1,Burkes
1,C's
1,C'uma
1,C-carros
1,C. de D.
1,CRASH
1,CRUNCH
1,Cabana
1,Cabble
3,Cabeça
1,Caldeirão
12,Caldeirão Escoante
1,Caldeirões
1,Campeonato Mundial da Taça
1,Caneca
1,Canhões
1,Carinhosamente Hermione
1,Caro Mr. Potter
1,Caro Senhor Dumbledore
1,Caro Sr. Potter
1,Carta
1,Catchpole
1,Cautela
1,Celestina Warbeck
1,Centro de Cuidados
1,Centímetro
1,Cerume
1,Chapéu
1,Chapéus
1,Charles
20,Charlie,Second son of Arthur and Molly. Works with dragons in Romania.
2,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
1,Chefe de Departamento
1,Chefe de Turma
1,Chega-te
2,Cheio
1,Cheira-me
1,Choo
1,Chudley Cannon
1,Chudley Cannons
1,Circe
1,Cleansweep
2,Cleansweep Fives
1,Cleansweeps
1,Clic
1,Cliona
1,Cnngatts
1,Co'a
34,Colin
8,Colin Creevey
1,Cometa
1,Comissão dos Feitiços Experimentais
3,Como
1,Conduzidos pela Fawkes
1,Conduziu os Mason
1,Confeder
1,Confederação Internacional do Estatuto da Magia Secreta
1,Confuso
1,Conselho
4,Conselho Directivo
1,Continuam
1,Contém
1,Convenção Internacional de Feiticeiros
1,Convenção de Warlock
1,Coradíssimo
2,Cornelius,Minister of Magic that was forced to resign.
2,Cornelius Fudge,Minister of Magic that was forced to resign.
51,Crabbe,Slytherin student who was best friends with Goyle and followed Draco.
51,Crabbe,Father of Crabbe and death-eater who escaped Azkaban.
3,Crac
5,Creevey
1,Criaturas Mágicas
1,Criação
1,Crime
2,Cruel
1,Cuidado
46,Câmara dos Segredos
1,Céu
1,Código de Conduta dos Lobisomens
1,D-dia-gon-al
1,D.J. Prod
1,DE NADA
1,DEPOIS
1,DURSLEY
1,Daily Prophet
1,Damo-vos
14,Dean
1,Dean Seamas
9,Dean Thomas
1,Decreto de Restrições Razoáveis para Feitiçaria de Menores
3,Dedalus Diggle
1,Deeeesculpem
7,Defesa
1,Deixa
1,Deixa-me
1,Dennis
1,Departamento
1,Depois
1,Desarrumação
1,Desculpa Colin
1,Desculpa Weasley
1,Desmontáveis
6,Deus
1,Devon
1,Dia
4,Diagon
7,Diagon-Al
2,Diagon-al
2,Difícil
1,Diggle
9,Dippet
1,Director de Hogwarts
1,Disbury
1,Divisão
1,Do Ovo
144,Dobby,House elf and friend of Harry. He is killed by Bellatrix.
1,Dobby Durante
1,Dobby Harry
3,Doris Crockford
1,Dr. Filibuster
16,Draco,Slytherin student who had many arguments with Harry.
24,Draco Malfoy,Slytherin student who had many arguments with Harry.
1,Draconis
1,Dragão
1,Dragões
1,Drooble
1,Duddy
1,Dudlev
153,Dudley,Muggle son of Vernon and Petunia and first-cousin of Harry.
2,Dudley Dursley,Muggle son of Vernon and Petunia and first-cousin of Harry.
1,Dudley a Londres
2,Dudleyzinho
4,Duendes
1,Duendes da Cornualha
2,Dumbledor,Albus' brother and owner of Hog's Head.
2,Dumbledor,Headmaster of Hogwards killed by Snape.
280,Dumbledore,Albus' brother and owner of Hog's Head.
280,Dumbledore,Headmaster of Hogwards killed by Snape.
1,Dumbledore para Cornelius Fudge
1,Dundee
56,Dursley,Muggle son of Vernon and Petunia and first-cousin of Harry.
56,Dursley,Harry's aunt and sister of Lily.
56,Dursley,Harry's muggle uncle.
74,Dursleys
1,Dêem-me
1,E por aí
1,EM FRENTE
2,Egipto
1,Elfric
1,Emeric
1,Emeric Switch
1,Encanta
1,Encantamento
1,Enciclopédia de Cogumelos Venenosos
1,Enid
1,Ensinamentos de Uma Fada Carpideira
1,Entretanto Harry
1,Equipa Nacional
1,Equipamento de Quidditch de Qualidade
1,Era Colin Creevey
3,Era Draco Malfoy
1,Era Dumbledore
1,Era Filch
1,Era Ginny Weasley
1,Era Hermione
1,Era Hermione Grangel
1,Era Hermione Granger
1,Era Mr. Malfoy
1,Era Mrs. Norris
1,Era Mrs. Weasley
1,Era Oliver Wood
1,Era Peeves
1,Era Quirrell
1,Era a Lily
1,Era o Filch
1,Era o Neville
1,Era o Nick
1,Erised
23,Ernie
2,Ernie Mcmillan
1,Ernie Mcmillan dos Hufilepuff
9,Errol
1,Escola Hogwarts
5,Escola de Magia
1,Essência de Millicent Bulstrode
1,Estava
1,Estação de King's Cross
1,Estou
1,Estranho
1,Estudantes
2,Estudo
2,Eton
1,Exames
4,Excelente
3,Expelliarmus
1,Experiência
8,Expresso de Hogwarts
1,FLUMP
2,FORA DAQUI
1,Fada Carpideira
1,Falta
1,Famoso
45,Fang
1,Fascinante
28,Fawkes
1,Faz-nos
1,Feiticeiro
1,Feitiçaria Director
6,Feitiçaria de Hogwarts
3,Feliz Natal
1,Felizmente
1,Festividade
1,Fez Harry
7,Figg
96,Filch,Squib caretake of Hogwards.
1,Filch de Harry
5,Filibuster
1,Filitwick
1,Fim-de
3,Finch
1,Finite Incantatem
1,Finnigan,Harry's friend and member of Dumbledore's army.
16,Firenze
15,Flamel,Creator of the Philosopher's Stone.
1,Fletchey
10,Fletchley
2,Flin
14,Flint
29,Flitwick
8,Floo
5,Flourish
24,Fluffy,Three-headed dog belonging to Rubeus Hagrid.
1,Foi o Hagrid
2,Ford Anglia
1,Forge
125,Fred,Identical twin with George and co-owner of Weasleys' Wizard Wheezes
6,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes
13,Fudge,Minister of Magic that was forced to resign.
1,Furioso
2,Férias
1,GILDEROY LOCKHART Assinará
1,GODRIC GRYFFINDOR
4,GRYFFINDOR
1,GRYFFINDOR MARCA
1,Gabinete de Mau Uso dos Utensílios dos Muggles
3,Galeão
3,Galeões
2,Gente
101,George,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes
14,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes
4,Gilderoy
29,Gilderoy Lockhart
106,Ginny,Marries Harry Potter and only daughter of Molly and Arthur.
9,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.
1,Giony Weasley
1,Gladys Gudgeon
1,Godric Gryffindor
1,Godric's Hollow
1,Gonagall,Professor of Transfiguration and head of Gryffindor.
1,Gordon
1,Governo
59,Goyle,Death Eater and father of Gregory Goyle.
59,Goyle,Best friend of Crabbe. Slytherin student and dies by falling into Fiendfyre.
1,Grande Feit
1,Grande Salão
1,Grandes
4,Granger,One of Harry's best friend and marries Ron Weasley.
3,Grangers
2,Grau
1,Gred
1,Gregory,Best friend of Crabbe. Slytherin student and dies by falling into Fiendfyre.
1,Grelos
2,Grindelwald
1,Gringott
32,Gringotts
1,Gringotts de Londres
1,Gringotts para Hogwarts
11,Griphook
2,Gro
2,Grunnings
1,Gryfffindor
1,Gryfffndor
177,Gryffindor
1,Gryffindor Onde
1,Gryffindor por Spinnet
2,Gryffindors
2,Grã-Bretanha
1,Guia de Gilderoy Lockhart
1,Guia de Transfiguração para Principiantes
1,H. Potter
1,HARRY
1,HARRY POTTER
3,HUFFLEPUFF
484,Hagrid,Half-giant who loves Harry. He was the keeper of Keys and Grounds at Hogwards.
1,Hagrid Hagrid
1,Hagrid Harry
1,Hah
1,Hallow'en
17,Hallowe'en
1,Halloween
2,Hanna
5,Hannah
1,Hannah Abbott
1,Harold
2571,Harry,The boy who lived. Main character of the series.
112,Harry Potter,The boy who lived. Main character of the series.
1,Harry Ron
1,Harry a Hagrid
3,Harry a Hermione
2,Harry a Ron
1,Harry de Hermione
1,Harry para os Weasley
1,Harvey
1,Haverá
31,Hedwig,Harry's owl.
1,Hein
1,Helga Hufflepuff
1,Hengist de Woodcroft
4,Herbologia
1,Hermes
537,Hermione,One of Harry's best friend and marries Ron Weasley.
27,Hermione Granger,One of Harry's best friend and marries Ron Weasley.
1,Hermione Harry
1,Hermione a Harry
1,Herrnione
1,Higgs
6,História
4,História da Magia
1,História da Magia por Gilderoy Lockhart
1,História de Hogwarts
1,Hocus
142,Hogwarts
1,Hogwarts Ensina-nos
2,Hogwarts Express
1,Hogwarts Hagrid
1,Hogwarts É
1,Homens
1,Homorphus
1,Hora
1,Horrível
1,Hotel Railview Cokeworth Harry
1,Howard
30,Hufflepuff
1,Hufflepuff Onde
3,Hufflepuffs
1,Hufilepuff
1,Humberto
1,Humilhados
1,Hummm
1,Há um Basilisk
2,II O
1,III
1,III As
1,IV Na Flourish
1,IV O
1,IX As
1,IX O
1,Ilhas Hébridas
1,Impaciente
1,Importantes
1,Imundície
1,Inacreditável
1,Incomparável Crânio
1,Inferno
1,Informações
2,Inglaterra
1,Inimigos
1,Internacional de Feiticeiros
1,Intrépida
1,Inverno
1,Irlanda
1,Irritado por os Slytherin
1,Iss'é
1,Ivonne
1,JORDAN
2,James,Father of Harry. Murdered by Voldemort.
3,James Potter,Father of Harry. Murdered by Voldemort.
1,Janotas
1,Japes
1,Jiggery
1,Jim
1,Jim Mc Guffin
1,Jogos de Feitiçaria de Gambol
2,Johnson
2,Jordan
29,Justin
8,Justin Finch
1,Júpiter
1,K. As
1,Katie
1,Katie Bell
1,Katie Bell dos Gryffindor
2,Kent
2,Ketchup
8,King's Cross
5,Knuts
1,Lavender,Killed by a werewolf. She was a gryffindor student who dated Ron. 
2,Lavender Brown,Killed by a werewolf. She was a gryffindor student who dated Ron. 
1,Leais
3,Lee
13,Lee Jordan
1,Lembranças
1,Leão
5,Leões
1,Liga
1,Liga de Defesa
1,Liga de Estanho
2,Ligadura
6,Lily,Mother of Harry. Murdered by Voldemort.
1,Lisa Turpin
1,Little Whinging Surrey O
1,Livro Padrão de Encantamentos
1,Livros
1,Lobisomem
1,Lobisomens
1,LockLart
191,Lockhart
1,Lockhart a Harry
1,Lockhart para Hagrid
1,Lockharts
1,Locomotor Mortis
18,Londres
9,Longbottom,Mother of Neville who was tortured by Bellatrix.
9,Longbottom,Father of Neville who was tortured by Bellatrix.
9,Longbottom,Gryffindor student who was a member of Dumbledore's army.
13,Lord Voldemort,The antagonist of the series who murdered many.
1,Louco
2,Lua
8,Lucius,Father of Draco and influential Death-Eater.
20,Lucius Malfoy,Father of Draco and influential Death-Eater.
2,Lumus
1,M-muito
1,Maaaaaãe
1,Maaaãe
1,Mabel
9,Madam Hooch
27,Madam Pomfrey
1,Madam Pomfrey a Dumbledore
5,Madam Prince
1,Madam Sprout
1,Madam Z. Nettles de Topsham
12,Madame Hooch
7,Madame Malkin
3,Madame Pince
1,Madame Pomfrev
14,Madame Pomfrey
1,Magia
3,Maiorca
1,Mais
1,Mal,Slytherin student who had many arguments with Harry.
1,Mal,Father of Draco and influential Death-Eater.
1,Mal,Mother of Draco and sister of Bellatrix.
2,MalLoy
1,Malcolm
1,Malditos Muggles
1,Maldições
1,Maleável
244,Malfoy,Slytherin student who had many arguments with Harry.
244,Malfoy,Father of Draco and influential Death-Eater.
244,Malfoy,Mother of Draco and sister of Bellatrix.
1,Malfoys
1,Manchas
1,Mandatário Supremo
9,Mandrágora
8,Mandrágoras
1,Mandy Brocklehurst
1,Mantos
7,Marcus Flint
5,Marge
2,Mars
3,Marte
1,Marvolo
2,Mas Hermione
1,Mas o Quirrell
3,Mason
1,Mata-o
2,Matar
1,Mato o Fred
182,Mc Gonagall
1,Mc Kinnons
1,McGonagall,Professor of Transfiguration and head of Gryffindor.
1,Mcmillan
1,Meia hora
1,Membro Honorário da Liga de Defesa
1,Membro do Conselho Directivo da Escola de Magia
1,Merlin
1,Mesm'antes
3,Millicent
7,Millicent Bulstrode
1,Mimblewimble
4,Minerva,Professor of Transfiguration and head of Gryffindor.
1,Minerva Mc Gonagall Subdirectora As
1,Ministro
1,Ministro da Magia
9,Ministério
7,Ministério da Magia
2,Miranda Goshawk
1,Miss
1,Miss Brown
1,Miss Bulstrode
1,Miss Fawcett
7,Miss Granger
1,Miss Grant
2,Miss Hermione Granger
1,Miss Pennyfeather
2,Miss Weasley
2,Mmm
1,Mmmas Ssseverus
6,Molly,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.
1,Moon
1,Morag Mac Dougal
2,Morgana
1,Mortlake
1,Mosag
3,Moste Potente Potions
8,Mr.
1,Mr. Angus Fleet de Peebles
14,Mr. Borgin
1,Mr. Creevey
1,Mr. Dursley
1,Mr. Filch
1,Mr. Granger
1,Mr. Lucius Malfoy
41,Mr. Malfoy
4,Mr. Mason
1,Mr. Paws
2,Mr. Potter
1,Mr. Vernon Dursley
51,Mr. Weasley
1,Mrs
1,Mrs. Dursley
2,Mrs. Granger
1,Mrs. Hetty Bayliss
6,Mrs. Mason
37,Mrs. Norris
1,Mrs. Skower
60,Mrs. Weasley
22,Muggle
92,Muggles
1,Muito
1,Mundungs Fletcher
41,Murta
26,Murta Queixosa
1,Mágico
5,Mãe
1,Mérito Mágico
1,N F V
1,N T
2,NUNCA
1,Na-na-na-não
1,Naaaaaão
1,Naaaaão
5,Nada
4,Nah
35,Natal
1,Natal a Privet Drive
1,Negócios
1,Nem
1,Nenhum
129,Neville,Gryffindor student who was a member of Dumbledore's army.
9,Neville Longbottom,Gryffindor student who was a member of Dumbledore's army.
1,Neville Loogbottom
1,Newt Scamander
48,Nick
3,Nicolas,Creator of the Philosopher's Stone.
11,Nicolas Flamel,Creator of the Philosopher's Stone.
3,Nimbas
1,Nimbo
1,Nimbos
19,Nimbus
1,Nnnão
1,Noite
1,Nomes
25,Norbert
1,Norfolk
1,Norte
1,Nos
1,Nossas
1,Nott
2,Nunca
6,Não
1,Não Arthur
1,Níveis de Feitiçaria Vulgares
2,O Harry
1,O Justin
1,O Livro Padrão de Feitiços
1,O Natal
1,O Quem
2,O Quidditch
1,O Weasley
1,O. K.
1,OOOHH
1,Ob-obrigado
1,Obliviate
4,Obrigado
1,Observadores de Kent
1,Oceano
1,Ofegante
1,Ogden's Old Firewhisky
1,Oh Potter
1,Oh-oh
1,Olh'a
1,Olha o Harry
1,Olha o Neville Longbottom
1,Olha o Potter
1,Olharam
1,Olhem
2,Olive Hornby
8,Oliver
5,Oliver Wood
1,OliverWood
22,Ollivander
5,Olá
2,Olá Hagrid
1,Olá Harry Potter
1,Ond'é
1,Onde
1,Oooh
2,Ooooh
1,Oooooooh
1,Oooooooooooooh
2,Ordem de Merlim
1,Ordem de Merlin
1,Ottery St
1,Ouagadogou
1,Outra
1,Outro Equipamento
1,Ouvir
1,PEEVES
1,PENCA
1,POTTER
1,Paddington
2,Pai
1,Pai Muggle
1,Pai Natal
1,Pais Natais
1,Palomino
1,Pansy Parkinson
3,Para
1,Para Miss Granger
1,Para o Harry do Hagrid
1,Paracelso
1,Parkinson
1,Parvati
4,Parvati Patil
1,Passeando
1,Passeios
1,Passou
3,Patil
1,Patrick
1,Pedimos-lhe
54,Peeves
2,Penelope Clearwater
1,Pensa
97,Percy,Third son of Arthur and Molly. He is a Gryffindor prefect.
10,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.
1,Perdão
2,Perenelle
1,Perkings
1,Peshipiksi Pesternomi
1,Peter Weasley
1,Petrificus
85,Petúnia
1,Phyllida Spore
1,Pier Polkiss
13,Piers
1,Piers Polkiss
1,Pilhas de Knuts
1,Planeava
1,Planos
2,Plataforma
1,Pobre Neville
1,Poderias
1,Podes
1,Podias
2,Podmore
1,Pois
4,Polisuco
2,Poltergeist
1,Pomfrey
1,Ponham-me
1,Por
1,Porpington
1,Porpington Morto
1,Porqu'é
1,Porque
1,Posso
91,Potter,The boy who lived. Main character of the series.
91,Potter,Father of Harry. Murdered by Voldemort.
91,Potter,Mother of Harry. Murdered by Voldemort.
10,Potters
2,Poções
1,Prata
2,Prefeito
1,Prefeitos
1,Presidência
1,Prewetts
1,Primeira
20,Privet Drive
1,Procure
1,Prof. Warlock
11,Professor
5,Professor Dumbledore
1,Professor Quirrell
2,Professor Snape
1,Professor Sprout
1,Professora M. Mc Gonagall Harry
1,Professora Mc Gonagall
8,Profeta Diário
1,Profeta Vespertino
1,Prémio
1,Ptolemy
1,Pucey
1,Punição
1,Pura
1,Pálido
2,Páscoa
1,Quando Harry
1,Quarto do Ronald
2,Que
5,Quem
1,Quentin Trimble
1,Quer
1,Querido Harry
2,Querido Ron
3,Querido Tom
1,Quero
92,Quidditch
1,Quidditch de Harry
1,Quidditch do Harry
2,Quidditch dos Gryffindor
100,Quirrell,Possessed by Voldemort. Defence against the Dark Arts professor.
1,RAVENCLAW
1,RON
1,RUA
18,Ravenclaw
1,Ravenclaw Se
1,Recebemos
1,Recebermos
1,Reconhecimento
2,Reino Unido
1,Repletas
2,Responde-me
1,Restrição
1,Revisões
1,Rictusempra
111,Riddle,Muggle mother of Voldemort who was killed by him.
111,Riddle,Muggle father of Voldemort who was killed by him.
1,Riddles
6,Roménia
1064,Ron,Harry's best friend. Marries Hermione.
5,Ron Weasley,Harry's best friend. Marries Hermione.
1,Ron a Dumbledore
1,Ron a Harry
2,Ron a Hermione
1,Ron para o Harry
3,Ronald Weasley
20,Ronan
2,Ronizinho
1,Rowena Ravenclaw
6,Rua
4,Rubeus,Half-giant who loves Harry. He was the keeper of Keys and Grounds at Hogwards.
2,Rubeus Hagrid,Half-giant who loves Harry. He was the keeper of Keys and Grounds at Hogwards.
1,S'achas
1,S'ele
1,S'eu
1,S-senta-te
5,S. Valentim
1,S. Valentim do Lockhart
1,SEM CABEÇA
1,SLYTHERIN
1,SMASH
1,SPLASH
1,Safadinho
11,Salazar Slytherin
1,Sally
1,Saltaram
1,Salão
1,Salão Nobre
3,Santo Deus
1,Sara
1,Sardenha
16,Scabbers
2,Sch
1,Scrabbers
1,Seamas
1,Seamas Finnigan
19,Seamus,Harry's friend and member of Dumbledore's army.
12,Seamus Finnigan,Harry's friend and member of Dumbledore's army.
1,Seeker
1,Segundos Anos
1,Sei
3,Sem
1,Semana
1,Semanário das Bruxas
1,Senhor
1,Senhor Filch
2,Senhor H. Potter
1,Senhor H. Potter Quarto
1,Senhor Potter
3,Senhor do Mal
1,Sensacional
1,Sentença
1,Serpensortia
1,Sesmus Finnigan
1,Severa
7,Severus,Head of the Slytherin house and saved Harry in many occasions.
3,Severus Snape,Head of the Slytherin house and saved Harry in many occasions.
1,Shhh
1,Shhhhh
1,Shhhhhh
1,Shooting Star de Ron
3,Silêncio
1,Sinistra do Departamento de Astronomia
1,Sir Nicholas
3,Sir Nicholas de Mimsy
7,Sir Patrick
1,Sir Patrick Delaney
1,Sirius,Best friend of James Potter and godfather of Harry.
1,Sirius Black,Best friend of James Potter and godfather of Harry.
2,Skele
1,Sly
158,Slytherin
4,Slytherins
1,Slytherins Que
1,Smelting
9,Smeltings
242,Snape,Head of the Slytherin house and saved Harry in many occasions.
1,Snapç
1,Snowy
10,Sol
1,Sonetos de Um Feiticeiro
1,Sou
1,Sozinho
1,Spinnet
24,Sprout
1,Sr. H. Potter Despensa
3,Sr. Potter
1,Stonewall
3,Stonewall High
1,Sul dos Estados Unidos
1,Susan
1,Susan Bones
1,São
1,Série
1,Só Hermione
1,Só o Ron
1,T-shirt
4,T. M. Riddle
1,TOM MARVOLO RIDDLE Em
1,TUDO O QUê
1,Talento
1,Também
1,Tanta
3,Tap
1,Tarantallegra
4,Taça
1,Taças
1,Ted
1,Tejam
1,Tempo
1,Tenh'estado
1,Tenha
1,Terceira
1,Terceiro
1,Terence Higgs
2,Terra
1,Terry
1,Terry Boot
1,Tibbles
2,Tinham
1,Tiptoe
4,Toca
1,Tod'à
1,Toda a
2,Todos
3,Tolice
1,Tolices
11,Tom,Muggle father of Voldemort who was killed by him.
8,Tom Riddle,Muggle father of Voldemort who was killed by him.
1,Tou
4,Transfiguração
1,Transilvânia
1,Treino de Quidditch
3,Trevor
1,Trouxe o Ron
1,Tud'a
1,Tufty
1,Tulips
1,Tut
1,Tás
1,Tão
4,Uau
1,Uniforme
1,Ups
2,Urgh
1,Uric
2,Usa-o
1,Uuuus
1,V DIAGON
1,V O
1,V. Harry
1,VI A
1,VI Gilderoy Lockhart No
2,VII O
1,VII Sangue
1,VIII A
1,VOLDEMORT
2,Vagueando
1,Vai-s'indo
1,Vamos
9,Vampiros
2,Vauxhall Road
1,Vem
1,Venomous Tentacula
1,Verdade
145,Vernon,Harry's muggle uncle.
1,Vernon Dursley,Harry's muggle uncle.
24,Verão
2,Verónica Smethley
8,Viagens
1,Vindictus Viridian
1,Virgem Santíssima
1,Voando
1,Vocês
7,Vol,The antagonist of the series who murdered many.
47,Voldemort,The antagonist of the series who murdered many.
1,Voltou-se
1,WEASLEY
1,Wagga Wagga
1,Weaseys
58,Weasley,Father of the Weasleys and member of the Order of the Phoenix.
58,Weasley,Oldest son of Arthur and Molly. Husband of Fleur. 
58,Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
58,Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes
58,Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes
58,Weasley,Marries Harry Potter and only daughter of Molly and Arthur.
58,Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.
58,Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.
58,Weasley,Harry's best friend. Marries Hermione.
12,Weasleys
1,Wellington
1,West Ham
1,Wight
1,Wingardiam Leviosa
1,Wingardium
1,Wingardium Leviosa
85,Wood
1,X A
1,X HALLOWE'EN Malfoy
1,XI O
1,XI Quidditch Quando
1,XII A
1,XII O
1,XIII Nicolas Flamel Dumbledore
1,XIII O
1,XIV Cornelius Fudge Harry
1,XIV Norbert
1,XV A
1,XV Aragog O Verão
1,XVI A Câmara dos Segredos
1,XVI Pelo
1,XVII Herdeiro de Slytherin Estava
1,XVII O
1,XVIII A
1,Yorkshire
